timestamp,value,stored_at
1581683402,5737,14-02-2020
1581684301,5737,14-02-2020
1581685201,5737,14-02-2020
1581686101,5737,14-02-2020
1581687002,5737,14-02-2020
1581687901,5737,14-02-2020
1581688802,5737,14-02-2020
1581689702,5737,14-02-2020
1581690601,5737,14-02-2020
1581691502,5737,14-02-2020
1581692401,5737,14-02-2020
1581693301,5737,14-02-2020
1581694202,5737,14-02-2020
1581695101,5737,14-02-2020
1581696001,5737,14-02-2020
1581696901,5737,14-02-2020
1581697802,5737,14-02-2020
1581698701,5737,14-02-2020
1581699602,5737,14-02-2020
1581700502,5737,14-02-2020
1581701401,5737,14-02-2020
1581702301,5737,14-02-2020
1581703201,5737,14-02-2020
1581704101,5737,14-02-2020
1581705002,5737,14-02-2020
1581705901,5737,14-02-2020
1581706801,5737,14-02-2020
1581707701,5737,14-02-2020
1581708601,5737,14-02-2020
1581709502,5737,14-02-2020
1581710401,5737,14-02-2020
1581711302,5737,14-02-2020
1581712201,5737,14-02-2020
1581713101,5737,14-02-2020
1581714001,5737,14-02-2020
1581714901,5737,14-02-2020
1581715801,5737,14-02-2020
1581716702,5737,14-02-2020
1581717601,5737,15-02-2020
1581718502,5737,15-02-2020
1581719401,5737,15-02-2020
1581720301,5737,15-02-2020
1581721201,5737,15-02-2020
1581722101,5737,15-02-2020
1581723001,5737,15-02-2020
1581723902,5737,15-02-2020
1581724801,5737,15-02-2020
1581725701,5737,15-02-2020
1581726602,5737,15-02-2020
1581727501,5737,15-02-2020
1581728401,5737,15-02-2020
1581729301,5737,15-02-2020
1581730201,5737,15-02-2020
1581731102,5737,15-02-2020
1581732002,5737,15-02-2020
1581732902,5737,15-02-2020
1581733801,5737,15-02-2020
1581734701,5737,15-02-2020
1581735601,5737,15-02-2020
1581736502,5737,15-02-2020
1581737402,5737,15-02-2020
1581738302,5737,15-02-2020
1581739201,5737,15-02-2020
1581740102,5737,15-02-2020
1581741001,5737,15-02-2020
1581741901,5737,15-02-2020
1581742802,5737,15-02-2020
1581743701,5737,15-02-2020
1581744602,5737,15-02-2020
1581745501,5737,15-02-2020
1581746401,5737,15-02-2020
1581747302,5737,15-02-2020
1581748202,5737,15-02-2020
1581749101,5737,15-02-2020
1581750001,5737,15-02-2020
1581750901,5737,15-02-2020
1581751801,5737,15-02-2020
1581752701,5737,15-02-2020
1581753601,5737,15-02-2020
1581754501,5737,15-02-2020
1581755401,5737,15-02-2020
1581756302,5737,15-02-2020
1581757201,5737,15-02-2020
1581758102,5737,15-02-2020
1581759001,5737,15-02-2020
1581759901,5737,15-02-2020
1581760801,5737,15-02-2020
1581761701,5737,15-02-2020
1581762602,5737,15-02-2020
1581763502,5737,15-02-2020
1581764402,5737,15-02-2020
1581765301,5737,15-02-2020
1581766201,5737,15-02-2020
1581767102,5737,15-02-2020
1581768001,5737,15-02-2020
1581768902,5737,15-02-2020
1581769802,5737,15-02-2020
1581770701,5737,15-02-2020
1581771602,5737,15-02-2020
1581772501,5737,15-02-2020
1581773401,5737,15-02-2020
1581774302,5737,15-02-2020
1581775202,5737,15-02-2020
1581776102,5737,15-02-2020
1581777002,5737,15-02-2020
1581777901,5737,15-02-2020
1581778801,5737,15-02-2020
1581779701,5737,15-02-2020
1581780602,5737,15-02-2020
1581781501,5737,15-02-2020
1581782401,5737,15-02-2020
1581783301,5737,15-02-2020
1581784201,5737,15-02-2020
1581785101,5737,15-02-2020
1581786002,5737,15-02-2020
1581786901,5737,15-02-2020
1581787802,5737,15-02-2020
1581788701,5737,15-02-2020
1581789601,5737,15-02-2020
1581790501,5737,15-02-2020
1581791401,5737,15-02-2020
1581792302,5737,15-02-2020
1581793201,5737,15-02-2020
1581794102,5737,15-02-2020
1581795002,5737,15-02-2020
1581795902,5737,15-02-2020
1581796802,5737,15-02-2020
1581797702,5737,15-02-2020
1581798602,5737,15-02-2020
1581799501,5737,15-02-2020
1581800401,5737,15-02-2020
1581801302,5737,15-02-2020
1581802201,5737,15-02-2020
1581803102,5737,15-02-2020
1581804002,5737,16-02-2020
1581804901,5737,16-02-2020
1581805802,5737,16-02-2020
1581806701,5737,16-02-2020
1581807607,5737,16-02-2020
1581808502,5737,16-02-2020
1581809401,5737,16-02-2020
1581810302,5737,16-02-2020
1581811202,5737,16-02-2020
1581812101,5737,16-02-2020
1581813002,5737,16-02-2020
1581813901,5737,16-02-2020
1581814802,5737,16-02-2020
1581815701,5737,16-02-2020
1581816601,5737,16-02-2020
1581817502,5737,16-02-2020
1581818402,5737,16-02-2020
1581819301,5737,16-02-2020
1581820202,5737,16-02-2020
1581821105,5737,16-02-2020
1581822001,5737,16-02-2020
1581822901,5737,16-02-2020
1581823802,5737,16-02-2020
1581824701,5737,16-02-2020
1581825607,5737,16-02-2020
1581826501,5737,16-02-2020
1581827401,5737,16-02-2020
1581828301,5737,16-02-2020
1581829201,5737,16-02-2020
1581830101,5737,16-02-2020
1581831002,5737,16-02-2020
1581831901,5737,16-02-2020
1581832802,5737,16-02-2020
1581833702,5737,16-02-2020
1581834601,5737,16-02-2020
1581835501,5737,16-02-2020
1581836401,5737,16-02-2020
1581837301,5737,16-02-2020
1581838201,5737,16-02-2020
1581839101,5737,16-02-2020
1581840002,5737,16-02-2020
1581840901,5737,16-02-2020
1581841801,5737,16-02-2020
1581842701,5737,16-02-2020
1581843602,5737,16-02-2020
1581844502,5737,16-02-2020
1581845401,5737,16-02-2020
1581846301,5737,16-02-2020
